sample_idx,k,y_dataset_randseed,att_eval_seed
949,3,324.47601318359375,302.592
951,2,319.5199890136719,315.812
952,4,280.7250061035156,290.735
953,2,306.8890075683594,309.908
954,4,287.52899169921875,294.155
955,4,279.5920104980469,274.051
956,1,296.18798828125,300.078
957,2,288.07501220703125,280.539
958,3,284.093994140625,304.519
959,4,299.9200134277344,313.784
960,2,295.8909912109375,303.944
961,4,294.2409973144531,290.661
962,2,284.989013671875,294.637
963,3,288.697998046875,294.976
964,2,310.406005859375,304.537
965,1,292.1600036621094,283.118
967,4,267.1390075683594,254.762
968,2,313.25201416015625,301.901
971,3,317.70599365234375,325.657
972,2,335.1080017089844,310.708
973,2,312.177001953125,315.812
974,3,331.9259948730469,306.562
975,2,306.0820007324219,311.631
977,4,301.4930114746094,315.812
978,4,282.1780090332031,261.745
980,2,281.3190002441406,306.05
981,2,291.0849914550781,290.127
982,3,291.1940002441406,273.122
983,2,311.9779968261719,303.988
984,2,318.4079895019531,315.812
985,2,284.7770080566406,298.342
986,1,304.3389892578125,297.059
988,4,365.8659973144531,351.388
990,3,297.14599609375,300.061
992,1,297.1109924316406,298.399
994,3,288.93701171875,311.897
995,4,322.2179870605469,325.002
996,4,324.99200439453125,305.076
997,3,314.5769958496094,298.623
998,1,297.135986328125,315.812
999,3,300.7650146484375,310.273
