instance,arm,run_seed,sol_id,att_default,sumo_seed,att
J_k9_6od_x1.0,both,4,S004,324.6326666666667,104,325.73133333333334
J_k9_6od_x1.0,both,4,S004,324.6326666666667,105,326.362
J_k9_6od_x1.0,both,4,S004,324.6326666666667,106,326.422
J_k9_6od_x1.0,both,4,S004,324.6326666666667,107,333.46933333333334
J_k9_6od_x1.0,both,4,S004,324.6326666666667,108,330.434
J_k9_6od_x1.0,both,4,S004,324.6326666666667,109,326.21066666666667
J_k9_6od_x1.0,both,4,S004,324.6326666666667,110,330.90866666666665
J_k9_6od_x1.0,both,5,S005,362.95866666666666,101,375.324
J_k9_6od_x1.0,both,5,S005,362.95866666666666,102,364.114
J_k9_6od_x1.0,both,5,S005,362.95866666666666,103,351.54266666666666
J_k9_6od_x1.0,both,5,S005,362.95866666666666,104,355.53066666666666
J_k9_6od_x1.0,both,5,S005,362.95866666666666,105,393.0853333333333
J_k9_6od_x1.0,both,5,S005,362.95866666666666,106,343.95933333333335
J_k9_6od_x1.0,both,5,S005,362.95866666666666,107,372.42466666666667
J_k9_6od_x1.0,both,5,S005,362.95866666666666,108,352.69466666666665
J_k9_6od_x1.0,both,5,S005,362.95866666666666,109,348.63
J_k9_6od_x1.0,both,5,S005,362.95866666666666,110,354.4166666666667
J_k9_6od_x1.0,both,6,S006,373.832,101,346.114
J_k9_6od_x1.0,both,6,S006,373.832,102,352.9193333333333
J_k9_6od_x1.0,both,6,S006,373.832,103,342.314
J_k9_6od_x1.0,both,6,S006,373.832,104,349.428
J_k9_6od_x1.0,both,6,S006,373.832,105,366.3786666666667
J_k9_6od_x1.0,both,6,S006,373.832,106,351.08866666666665
J_k9_6od_x1.0,both,6,S006,373.832,107,352.1673333333333
J_k9_6od_x1.0,both,6,S006,373.832,108,346.8793333333333
J_k9_6od_x1.0,both,6,S006,373.832,109,349.35133333333334
J_k9_6od_x1.0,both,6,S006,373.832,110,394.158
J_k9_6od_x1.0,both,7,S007,373.832,101,346.114
J_k9_6od_x1.0,both,7,S007,373.832,102,352.9193333333333
J_k9_6od_x1.0,both,7,S007,373.832,103,342.314
J_k9_6od_x1.0,both,7,S007,373.832,104,349.428
J_k9_6od_x1.0,both,7,S007,373.832,105,366.3786666666667
J_k9_6od_x1.0,both,7,S007,373.832,106,351.08866666666665
J_k9_6od_x1.0,both,7,S007,373.832,107,352.1673333333333
J_k9_6od_x1.0,both,7,S007,373.832,108,346.8793333333333
J_k9_6od_x1.0,both,7,S007,373.832,109,349.35133333333334
J_k9_6od_x1.0,both,7,S007,373.832,110,394.158
J_k9_6od_x1.0,both,8,S008,359.05733333333336,101,356.4753333333333
J_k9_6od_x1.0,both,8,S008,359.05733333333336,102,358.85133333333334
J_k9_6od_x1.0,both,8,S008,359.05733333333336,103,359.73133333333334
J_k9_6od_x1.0,both,8,S008,359.05733333333336,104,414.466
J_k9_6od_x1.0,both,8,S008,359.05733333333336,105,365.1166666666667
J_k9_6od_x1.0,both,8,S008,359.05733333333336,106,359.6173333333333
J_k9_6od_x1.0,both,8,S008,359.05733333333336,107,367.46
J_k9_6od_x1.0,both,8,S008,359.05733333333336,108,359.87266666666665
J_k9_6od_x1.0,both,8,S008,359.05733333333336,109,366.79266666666666
J_k9_6od_x1.0,both,8,S008,359.05733333333336,110,380.4773333333333
J_k9_6od_x1.0,both,9,S009,366.2073333333333,101,379.8446666666667
J_k9_6od_x1.0,both,9,S009,366.2073333333333,102,379.71066666666667
J_k9_6od_x1.0,both,9,S009,366.2073333333333,103,367.6886666666667
J_k9_6od_x1.0,both,9,S009,366.2073333333333,104,381.2866666666667
J_k9_6od_x1.0,both,9,S009,366.2073333333333,105,392.00333333333333
J_k9_6od_x1.0,both,9,S009,366.2073333333333,106,378.80733333333336
J_k9_6od_x1.0,both,9,S009,366.2073333333333,107,391.25
J_k9_6od_x1.0,both,9,S009,366.2073333333333,108,365.8086666666667
J_k9_6od_x1.0,both,9,S009,366.2073333333333,109,375.93
J_k9_6od_x1.0,both,9,S009,366.2073333333333,110,371.50666666666666
J_k9_6od_x1.0,init,0,S010,362.95866666666666,101,375.324
J_k9_6od_x1.0,init,0,S010,362.95866666666666,102,364.114
J_k9_6od_x1.0,init,0,S010,362.95866666666666,103,351.54266666666666
J_k9_6od_x1.0,init,0,S010,362.95866666666666,104,355.53066666666666
J_k9_6od_x1.0,init,0,S010,362.95866666666666,105,393.0826666666667
J_k9_6od_x1.0,init,0,S010,362.95866666666666,106,343.95933333333335
J_k9_6od_x1.0,init,0,S010,362.95866666666666,107,372.42466666666667
J_k9_6od_x1.0,init,0,S010,362.95866666666666,108,352.69466666666665
J_k9_6od_x1.0,init,0,S010,362.95866666666666,109,348.63
J_k9_6od_x1.0,init,0,S010,362.95866666666666,110,354.4166666666667
J_k9_6od_x1.0,init,1,S011,354.518,101,359.86
J_k9_6od_x1.0,init,1,S011,354.518,102,357.91
J_k9_6od_x1.0,init,1,S011,354.518,103,348.04533333333336
J_k9_6od_x1.0,init,1,S011,354.518,104,392.56666666666666
J_k9_6od_x1.0,init,1,S011,354.518,105,356.116
J_k9_6od_x1.0,init,1,S011,354.518,106,356.798
J_k9_6od_x1.0,init,1,S011,354.518,107,383.3793333333333
J_k9_6od_x1.0,init,1,S011,354.518,108,355.48066666666665
J_k9_6od_x1.0,init,1,S011,354.518,109,351.42066666666665
J_k9_6od_x1.0,init,1,S011,354.518,110,387.4393333333333
J_k9_6od_x1.0,init,2,S012,373.832,101,346.114
J_k9_6od_x1.0,init,2,S012,373.832,102,352.9193333333333
J_k9_6od_x1.0,init,2,S012,373.832,103,342.314
J_k9_6od_x1.0,init,2,S012,373.832,104,349.428
J_k9_6od_x1.0,init,2,S012,373.832,105,366.3786666666667
J_k9_6od_x1.0,init,2,S012,373.832,106,351.08866666666665
J_k9_6od_x1.0,init,2,S012,373.832,107,352.1673333333333
J_k9_6od_x1.0,init,2,S012,373.832,108,346.8793333333333
J_k9_6od_x1.0,init,2,S012,373.832,109,349.35133333333334
J_k9_6od_x1.0,init,2,S012,373.832,110,394.158
J_k9_6od_x1.0,init,3,S013,373.832,101,346.114
J_k9_6od_x1.0,init,3,S013,373.832,102,352.9193333333333
J_k9_6od_x1.0,init,3,S013,373.832,103,342.314
J_k9_6od_x1.0,init,3,S013,373.832,104,349.428
J_k9_6od_x1.0,init,3,S013,373.832,105,366.3786666666667
J_k9_6od_x1.0,init,3,S013,373.832,106,351.08866666666665
J_k9_6od_x1.0,init,3,S013,373.832,107,352.1673333333333
J_k9_6od_x1.0,init,3,S013,373.832,108,346.8793333333333
J_k9_6od_x1.0,init,3,S013,373.832,109,349.35133333333334
J_k9_6od_x1.0,init,3,S013,373.832,110,394.158
J_k9_6od_x1.0,init,4,S014,368.0386666666666,101,362.19533333333334
