instance_id,mode,seed,sol_id,att_default,sumo_seed,att
A_k4_1od_x1.0,none,8,S0004,263.125,201,267.901
A_k4_1od_x1.0,none,8,S0004,263.125,202,263.169
A_k4_1od_x1.0,none,8,S0004,263.125,203,266.236
A_k4_1od_x1.0,none,8,S0004,263.125,204,279.535
A_k4_1od_x1.0,none,8,S0004,263.125,205,262.749
A_k4_1od_x1.0,none,9,S0000,270.247,201,291.821
A_k4_1od_x1.0,none,9,S0000,270.247,202,271.6
A_k4_1od_x1.0,none,9,S0000,270.247,203,283.125
A_k4_1od_x1.0,none,9,S0000,270.247,204,302.53
A_k4_1od_x1.0,none,9,S0000,270.247,205,271.05
A_k4_1od_x1.2,both,0,S0031,265.957,201,265.536
A_k4_1od_x1.2,both,0,S0031,265.957,202,263.36
A_k4_1od_x1.2,both,0,S0031,265.957,203,272.116
A_k4_1od_x1.2,both,0,S0031,265.957,204,269.804
A_k4_1od_x1.2,both,0,S0031,265.957,205,252.506
A_k4_1od_x1.2,both,1,S0028,264.299,201,259.962
A_k4_1od_x1.2,both,1,S0028,264.299,202,288.982
A_k4_1od_x1.2,both,1,S0028,264.299,203,280.986
A_k4_1od_x1.2,both,1,S0028,264.299,204,264.202
A_k4_1od_x1.2,both,1,S0028,264.299,205,273.365
A_k4_1od_x1.2,both,2,S0011,269.839,201,262.594
A_k4_1od_x1.2,both,2,S0011,269.839,202,261.598
A_k4_1od_x1.2,both,2,S0011,269.839,203,267.524
A_k4_1od_x1.2,both,2,S0011,269.839,204,264.048
A_k4_1od_x1.2,both,2,S0011,269.839,205,265.544
A_k4_1od_x1.2,both,3,S0029,270.19,201,249.802
A_k4_1od_x1.2,both,3,S0029,270.19,202,290.837
A_k4_1od_x1.2,both,3,S0029,270.19,203,283.41
A_k4_1od_x1.2,both,3,S0029,270.19,204,280.459
A_k4_1od_x1.2,both,3,S0029,270.19,205,265.467
A_k4_1od_x1.2,both,4,S0008,269.221,201,270.283
A_k4_1od_x1.2,both,4,S0008,269.221,202,263.634
A_k4_1od_x1.2,both,4,S0008,269.221,203,270.483
A_k4_1od_x1.2,both,4,S0008,269.221,204,280.425
A_k4_1od_x1.2,both,4,S0008,269.221,205,273.055
A_k4_1od_x1.2,both,5,S0001,270.247,201,291.821
